x,y
0,0
0.004,0.025262442796281
0.008,-0.051005026336843
0.012,0.112008227628555
0.016,0.002814032760645
0.02,0.087328423963491
0.024,0.02061143897958
0.028,0.041113855376077
0.032,-0.109595261365219
0.036,0.100482446450167
0.04,-0.128702111163683
0.044,0.048150384099618
0.048,-0.073056502954869
0.052,-0.047303044736361
0.056,0.022389079882472
0.06,0.006412163292343
0.064,0.026268681066622
0.068,-0.048205106154639
0.072,0.043397199144464
0.076,-0.020021633416549
0.08,0.016015812656698
0.084,0.179478106424163
0.088,0.033597394395599
0.092,-0.11498539994968
0.096,0.01143761882347
0.1,0.009864942967689
0.104,-0.106326538284579
0.108,0.060547132285151
0.112,-0.085778261107516
0.116,0.007061625389998
0.12,0.085457918770957
0.124,0.038870487761907
0.128,0.077033939335189
0.132,0.028371058302619
0.136,0.010620108675724
0.14,-0.058600091963567
0.144,0.0490987918931
0.148,-0.009173422362234
0.152,0.113311595366319
0.156,-0.011639722905513
0.16,0.031565140063757
0.164,-0.002179029627305
0.168,0.064479079707786
0.172,0.023036833041344
0.176,0.031633241677774
0.18,0.004650550183791
0.184,0.027041415979505
0.188,0.014359439243581
0.192,0.057543207307926
0.196,0.012584981621291
0.2,0.009274934933705
0.204,-0.017270497582764
0.208,-0.023156418484886
0.212,-0.125884323562743
0.216,0.141174006152863
0.22,-0.006731506296862
0.224,-0.069274334555568
0.228,0.002369164808317
0.232,0.014983691860946
0.236,0.003931830898854
0.24,-0.081959812295958
0.244,-0.072243097110713
0.248,0.026464833528183
0.252,0.046861928327933
0.256,-0.007730018842367
0.26,0.003854740554832
0.264,-0.067347740745286
0.268,0.070857284152254
0.272,0.028388208322165
0.276,-0.014677043028681
0.28,0.027784014944107
0.284,0.049773821278507
0.288,0.030741843471941
0.292,0.029027453339741
0.296,-0.015753924805897
0.3,-0.006290853634805
0.304,-0.0714529725699
0.308,0.050066177130645
0.312,0.013882089633327
0.316,0.043192106765055
0.32,-0.040660815816381
0.324,0.06451403765054
0.328,-0.046318849032355
0.332,-0.040275593507315
0.336,0.004015108724511
0.34,-0.014092160090846
0.344,-0.005795005879249
0.348,-0.004288490474021
0.352,-0.014293315260465
0.356,0.070946815106837
0.36,0.013684898112124
0.364,0.012716583680641
0.368,-0.018779163742369
0.372,-0.056018969837041
0.376,-0.060124626978295
0.38,-0.005374537907379
0.384,-0.075332259832559
0.388,0.137322917494536
0.392,-0.026959857242326
0.396,-0.016310732102364
0.4,0.018359267876497
0.404,-0.049370911956156
0.408,0.072262669701762
0.412,-0.075626685565826
0.416,0.007563101844778
0.42,-0.038419311836396
0.424,-0.131006356828996
0.428,0.017898294271713
0.432,0.065163571174052
0.436,-0.018446059181319
0.44,-0.006476642473783
0.444,0.007505407905946
0.448,-0.037416864354048
0.452,-0.034843596649996
0.456,-0.036644564681839
0.46,-0.005210095161011
0.464,-0.033825956076679
0.468,0.097538702490682
0.472,0.002563026991724
0.476,-0.13040567685416
0.48,-0.089149640913112
0.484,0.033313235567594
0.488,0.07039015353568
0.492,-0.030006333355742
0.496,0.042510860207365
0.5,0.076421095111213
0.504,0.023293686655742
0.508,-0.01486241627325
0.512,-0.000464659302336
0.516,0.048480381233298
0.52,0.095289402190498
0.524,0.02648348359626
0.528,-0.012742578330836
0.532,0.019937799160714
0.536,-0.107980092440924
0.54,0.026718076411963
0.544,-0.057209287154762
0.548,0.00952620231672
0.552,-0.070708574330777
0.556,0.036512944199901
0.56,-0.004529463343376
0.564,0.054057920987849
0.568,-0.107966163399883
0.572,-0.008794840890701
0.576,0.013499584029682
0.58,0.010038708592864
0.584,-0.022028327179788
0.588,-0.156298796768735
0.592,0.016244685939805
0.596,0.039392162020095
0.6,-0.145133739984645
0.604,0.024347555388828
0.608,0.048023234757525
0.612,0.003511770232787
0.616,-0.000381201277034
0.62,0.0451672785419
0.624,0.006525694472998
0.628,-0.020345909056519
0.632,0.100433598341784
0.636,0.031264904492769
0.64,0.00644468712696
0.644,0.122728774745732
0.648,-0.055975758826157
0.652,-0.051003648717328
0.656,-0.050207565511871
0.66,-0.023030896501344
0.664,0.123678762869658
0.668,0.027649673994676
0.672,0.062912136322544
0.676,-0.140477026694155
0.68,-0.003180660519667
0.684,0.093820390376963
0.688,0.07336236652354
0.692,0.008999770671748
0.696,-0.011380189228142
0.7,-0.040510740379538
0.704,0.038086610904979
0.708,-0.058043547697109
0.712,-0.048233585029041
0.716,0.00186637491074
0.72,0.06436200643932
0.724,0.142844065371616
0.728,0.013280152234796
0.732,-0.023251896845375
0.736,-0.082328026587064
0.74,-0.047236691841994
0.744,0.04042700756686
0.748,0.066493993501201
0.752,-0.126337691569663
0.756,0.085221440698449
0.76,0.011910827263745
0.764,-0.093810734747264
0.768,-0.01614437129679
0.772,-0.032541604912953
0.776,-0.006262680632801
0.78,-0.020165106458925
0.784,-0.075522804160209
0.788,-0.023175837894574
0.792,-0.013066983705572
0.796,-0.053451042644746
0.8,-0.110319849829092
0.804,0.043572665642727
0.808,0.16602650740968
0.812,0.052397522664878
0.816,0.026482254013097
0.82,0.075298927426133
0.824,0.040457086476733
0.828,-0.037400591333364
0.832,0.022757981341523
0.836,0.045681277314008
0.84,0.039563174227845
0.844,-0.076277071363208
0.848,-0.093558462004196
0.852,-0.114545125918684
0.856,0.066760821095882
0.86,-0.080156618751266
0.864,0.018685590917599
0.868,-0.059522260865234
0.872,0.011508671353767
0.876,-0.091596171777785
0.88,-0.019025876868838
0.884,0.033247459547271
0.888,-0.034356228466071
0.892,0.022059115349223
0.896,0.054253337995357
0.9,-0.060928398294394
0.904,0.103276942635455
0.908,0.004296217700715
0.912,0.044360529516844
0.916,-0.043757818328874
0.92,0.041515052561141
0.924,-0.046596500693723
0.928,-0.10903450456923
0.932,-0.067099793605995
0.936,-0.038061001601856
0.94,-0.045601947566704
0.944,0.029131471182282
0.948,-0.065494566894152
0.952,0.085024427957222
0.956,-0.019321652010449
0.96,-0.021876890113585
0.964,-0.040864772124655
0.968,-0.113268958318455
0.972,0.048603922302952
0.976,0.080780369589163
0.98,-0.016763303307688
0.984,-0.059411096385348
0.988,-0.011860931922974
0.992,0.093261387161216
0.996,-0.041507572967536
1,-0.01525381314914
