"pointY" "pointX" "pointZ" "point_X1_Z1" "point_X2_Z0" "point_X0_Z2" "point_X3_Z0" "point_X0_Z3" "point_X2_Z1" "point_X1_Z2" "kfold"
"1" 0.83423405098686 -4.82471317518502 0.00863439845852554 -0.0416584960026454 23.277857222804 7.45528367405882e-05 -112.308984432938 6.43718898631641e-07 0.200990294522356 -0.000359696053669734 2
"2" 1.1029016560187 -4.80507455766201 0.027418908663094 -0.131749900415892 23.0887415046908 0.000751796552275094 -110.943124372624 2.06134410000598e-05 0.633068094462905 -0.00361243848587507 3
"3" 0.766171183167462 -4.72001197049394 0.0359113123267889 -0.16950182405859 22.2785130016061 0.00128962235303218 -105.154848052386 4.63120311033471e-05 0.800050638577104 -0.00608703294372846 2
"4" 0.77509718541465 -4.69827316934243 0.0396313322708011 -0.186198825073199 22.073770773763 0.00157064249755864 -103.708604972586 6.22466546993872e-05 0.874812944004497 -0.00737930750490873 4
"5" 0.868502318124089 -4.6401570062153 0.0413217316381633 -0.191739322569772 21.531057042329 0.00170748550557639 -99.9074851861841 7.05562578374811e-05 0.889700560989105 -0.00792300083171136 5
"6" 0.650182904625156 -4.6321209310554 0.0445125631522387 -0.20618757547241 21.4565443199215 0.00198136827838204 -99.3893080524262 8.81957806193231e-05 0.955085784069316 -0.00917793747442265 5
"7" 0.998212563194232 -4.61478596786037 0.0500897679012269 -0.231153558043965 21.296249529161 0.00250898484839878 -98.2776334952251 0.00012567446872399 1.06672419608229 -0.011578428071965 1
"8" 1.11317581807098 -4.56297751748934 0.0569236921146512 -0.259741527331639 20.8207638251132 0.0032403067239636 -95.004677230947 0.000184450222311938 1.18519474957261 -0.0147854467312155 4
"9" 1.01253113137434 -4.55452922265977 0.0673698075115681 -0.3068377570364 20.7437364400618 0.00453869096414573 -94.4779538034136 0.000305770736608991 1.39750153103766 -0.0206716006288236 3
"10" 1.06128980705313 -4.34553641593084 0.0694356814492494 -0.301735282302687 18.883686742181 0.00482131385832164 -82.059748405178 0.000334771213233273 1.3112016572175 -0.0209511949439687 5
"11" 0.849480611303752 -4.3056008243002 0.075685651274398 -0.325872202514745 18.5381984582146 0.00572831780882978 -79.8180825627293 0.000433551464068014 1.40307562376401 -0.024663849879551 1
"12" 0.931356072045011 -4.07318433048204 0.0768357587512583 -0.312966208566323 16.5908305900844 0.00590373382288156 -67.5775111892138 0.000453617867746571 1.27476905670272 -0.024046996098698 4
"13" 0.949593050290074 -4.06683010049164 0.0832427104469389 -0.338533960492121 16.5391070662649 0.00692934884255291 -67.26173845234 0.000576817779286463 1.37676010056801 -0.0281804844497011 2
"14" 1.08650921211514 -3.9373552869074 0.0862380324397236 -0.339549772959038 15.5027666553377 0.00743699823907482 -61.0399002520857 0.000641352095395502 1.33692809372848 -0.0292821043353423 4
"15" 0.905012534747183 -3.91199888661504 0.0863101275172085 -0.337645122750921 15.3037352888773 0.00744943811203678 -59.8681954111392 0.000642961953381448 1.3208673442726 -0.0291421936001955 3
"16" 0.612485698143943 -3.89557810965925 0.0907281464897096 -0.353438581395271 15.1755288084564 0.00823159656545821 -59.117457828726 0.000746837499035083 1.37684760079244 -0.0320668273879453 2
"17" 1.03871873909463 -3.88571808114648 0.0944615027401596 -0.367050769169706 15.0988050061487 0.00892297549992919 -58.6696996160969 0.000842877674636938 1.42625581046145 -0.0346721672377019 5
"18" 1.10144934967602 -3.88399477349594 0.110936745069921 -0.430877738040225 15.0854154005438 0.0123069614067086 -58.5916745717273 0.00136529424016139 1.67352688256399 -0.0478001737812726 2
"19" 1.18060816366227 -3.83553260704502 0.119991886429489 -0.460232792981147 14.7113103797056 0.0143980528089073 -56.4257106537208 0.00172764951745219 1.76523788431059 -0.0552242010265202 3
"20" 1.1172252685466 -3.83096822537482 0.131513805128634 -0.503825208645932 14.6763175438315 0.0172958809394123 -56.2245061759294 0.00227464711539393 1.93013836546541 -0.0662599703087545 5
